_id_x,userId,timestamp,sessionId,itemsCollected,pickupAttempts,timeNearInteractables,enemiesHit,damageDone,timeInCombat,distanceTraveled,timeOutOfCombat,timeSprinting,kills,died,rawJson.user_id,rawJson.session_id,rawJson.timestamp,rawJson.items_collected,rawJson.pickup_attempts,rawJson.time_near_interactables,rawJson.enemies_hit,rawJson.damage_done,rawJson.time_in_combat,rawJson.distance_traveled,rawJson.time_out_of_combat,rawJson.time_sprinting,rawJson.kills,rawJson.deaths,__v_x,death_count,_id_y,consentAgreed,apiKey,createdAt,__v_y,damage_per_hit,pickup_attempt_rate,score_combat,score_collect,score_explore,score_total,pct_combat,pct_collect,pct_explore,soft_combat,soft_collect,soft_explore,cluster,archetype,delta_combat,delta_collect,delta_explore
6974894b48d53c4152cf142a,6974892348d53c4152cf1421,1769264803.613,unreal_1769245003613,0.0,0.0,0.0,0.0,0.0,0.0,0.1158749007821344,1.0,0.0,0.0,False,6974892348d53c4152cf1421,unreal_1769245003613,2026-01-24T14:26:43.613Z,0,0,0,0,0.0,0.0,1944.991014275692,30.0,0.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.0,0.0,0.0,0.0289687251955336,0.0289687251955336,0.0,0.0,1.0,0.07248570178157374,0.09053783333596173,0.8369764648824646,1,Exploration,0.0,0.0,0.0
6974896948d53c4152cf1461,6974892348d53c4152cf1421,1769264833.617,unreal_1769245033617,0.375,0.2,0.2333333333333333,0.0,0.0,0.0,0.7063808627187167,0.9833333333333332,0.1666666666666666,0.0,False,6974892348d53c4152cf1421,unreal_1769245033617,2026-01-24T14:27:13.617Z,3,5,7,0,0.0,0.0,11856.790567850418,29.5,5.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.0285714285714285,0.0,0.2092261904761904,0.2182618823463458,0.4274880728225362,0.0,0.4894316444778257,0.5105683555221743,0.18465715783616557,0.5404356904928382,0.2749071516709961,0,Collection,0.11217145605459183,0.4498978571568765,-0.5620693132114685
6974898748d53c4152cf148d,6974892348d53c4152cf1421,1769264863.607,unreal_1769245063607,0.125,0.08,0.0666666666666666,0.0,0.0,0.0,0.7680743204061685,1.0,0.1333333333333333,0.0,False,6974892348d53c4152cf1421,unreal_1769245063607,2026-01-24T14:27:43.607Z,1,2,2,0,0.0,0.0,12892.331655970096,30.5,4.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.04,0.0,0.0779166666666666,0.2253519134348754,0.3032685801015421,0.0,0.2569229777795581,0.7430770222204418,0.16170137560148287,0.2766068252008229,0.5616917991976943,1,Exploration,-0.022955782234682698,-0.2638288652920153,0.2867846475266982
697489a548d53c4152cf14b7,6974892348d53c4152cf1421,1769264893.601,unreal_1769245093601,0.375,0.12,0.1333333333333333,0.0,0.0,0.0,0.6929663041402463,1.0,0.0,0.0,False,6974892348d53c4152cf1421,unreal_1769245093601,2026-01-24T14:28:13.601Z,3,3,4,0,0.0,0.0,11631.62363593083,30.0,0.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.03,0.0,0.1645833333333333,0.1732415760350615,0.3378249093683949,0.0,0.4871853104054465,0.5128146895945533,0.18491969085205942,0.53835671995761,0.27672358919033047,0,Collection,0.02321831525057655,0.2617498947567871,-0.28496821000736383
697489c348d53c4152cf14e4,6974892348d53c4152cf1421,1769264923.579,unreal_1769245123579,0.125,0.44,0.2666666666666666,0.0434782608695652,0.0267857142857142,0.0666666666666666,0.6855353065640858,0.9333333333333332,0.0,0.0,False,6974892348d53c4152cf1421,unreal_1769245123579,2026-01-24T14:28:43.579Z,1,11,8,1,8.0,2.0,11506.892366128828,28.0,0.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.4285714285714286,0.055,0.1131004140786749,0.2216666666666666,0.1713838266410214,0.506150907386363,0.2234519634918709,0.4379458051577898,0.3386022313503393,0.08454948926092491,0.842937945026307,0.07251256571276805,0,Collection,-0.10037020159113451,0.304581225068697,-0.20421102347756243
697489e148d53c4152cf151a,6974892348d53c4152cf1421,1769264953.61,unreal_1769245153610,0.0,0.0,0.0,1.0,0.5535714285714286,0.5166666666666666,0.4000952409760668,0.4666666666666667,0.0,1.0,False,6974892348d53c4152cf1421,unreal_1769245153610,2026-01-24T14:29:13.610Z,0,0,0,24,165.33333333333331,15.5,6715.704982704047,14.0,0.0,3,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.3850931677018633,0.0,0.6910662525879918,0.0,0.1000238102440167,0.7910900628320086,0.8735620443948653,0.0,0.1264379556051346,0.7263727899233139,0.16044564067781303,0.11318156939887308,2,Combat,0.641823300662389,-0.6824923043484941,0.04066900368610503
697489ff48d53c4152cf155f,6974892348d53c4152cf1421,1769264983.588,unreal_1769245183588,0.125,0.04,0.0333333333333333,0.3043478260869565,0.2142857142857143,0.2166666666666666,0.688120728323022,0.8,0.3833333333333333,0.3333333333333333,False,6974892348d53c4152cf1421,unreal_1769245183588,2026-01-24T14:29:43.588Z,1,1,1,7,64.0,6.5,11550.289357671443,24.0,11.5,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.4897959183673469,0.04,0.3116858917480035,0.0595833333333333,0.2678635154140888,0.6391327404954257,0.4876700441075812,0.0932252872652825,0.4191046686271362,0.4608372685704057,0.31693920090392197,0.2222235305256724,2,Combat,-0.2655355213529082,0.15649356022610894,0.10904196112679931
69748a1d48d53c4152cf15a2,6974892348d53c4152cf1421,1769265013.597,unreal_1769245213597,0.125,0.08,0.0333333333333333,0.0,0.0,0.0,0.8102674798123116,1.0,0.4,0.0,False,6974892348d53c4152cf1421,unreal_1769245213597,2026-01-24T14:30:13.597Z,1,2,1,0,0.0,0.0,13600.555053400638,30.0,12.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.08,0.0,0.0795833333333333,0.3025668699530779,0.3821502032864112,0.0,0.2082514483805933,0.7917485516194066,0.1358180039864283,0.21416909516650653,0.6500129008470652,1,Exploration,-0.3250192645839774,-0.10277010573741543,0.4277893703213928
69748a3b48d53c4152cf15dc,6974892348d53c4152cf1421,1769265043.585,unreal_1769245243585,0.25,0.12,0.1333333333333333,0.0,0.0,0.0,0.7098337870915381,0.9833333333333332,0.05,0.0,False,6974892348d53c4152cf1421,unreal_1769245243585,2026-01-24T14:30:43.585Z,2,3,4,0,0.0,0.0,11914.748821387466,29.5,1.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.03,0.0,0.1333333333333333,0.1899584467728845,0.3232917801062178,0.0,0.4124241367644006,0.5875758632355994,0.1909992462415629,0.46071985072276345,0.3482809030356736,0,Collection,0.0551812422551346,0.2465507555562569,-0.3017319978113916
69748a5948d53c4152cf1619,6974892348d53c4152cf1421,1769265073.61,unreal_1769245273610,0.25,0.2,0.2333333333333333,0.0,0.0,0.0,0.7757659202446384,1.0,0.25,0.0,False,6974892348d53c4152cf1421,unreal_1769245273610,2026-01-24T14:31:13.610Z,2,5,7,0,0.0,0.0,13021.43720402451,30.0,7.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.0285714285714285,0.0,0.1779761904761904,0.2564414800611596,0.4344176705373501,0.0,0.4096891138337996,0.5903108861662004,0.19105561882562994,0.45766448326093845,0.35127989791343156,0,Collection,5.637258406704371e-05,-0.003055367461824998,0.0029989948777579545
