_id_x,userId,timestamp,sessionId,itemsCollected,pickupAttempts,timeNearInteractables,enemiesHit,damageDone,timeInCombat,distanceTraveled,timeOutOfCombat,timeSprinting,kills,died,rawJson.user_id,rawJson.session_id,rawJson.timestamp,rawJson.items_collected,rawJson.pickup_attempts,rawJson.time_near_interactables,rawJson.enemies_hit,rawJson.damage_done,rawJson.time_in_combat,rawJson.distance_traveled,rawJson.time_out_of_combat,rawJson.time_sprinting,rawJson.kills,rawJson.deaths,__v_x,death_count,_id_y,consentAgreed,apiKey,createdAt,__v_y,score_combat,score_collect,score_explore,score_total,pct_combat,pct_collect,pct_explore,cluster,archetype,soft_combat,soft_collect,soft_explore,delta_combat,delta_collect,delta_explore
6974894b48d53c4152cf142a,6974892348d53c4152cf1421,,unreal_1769245003613,0.0,0.0,0.0,0.0,0.0,0.0,0.1158749007821344,0.9836065573770492,0.0,0.0,False,6974892348d53c4152cf1421,unreal_1769245003613,2026-01-24T14:26:43.613Z,0,0,0,0,0.0,0.0,1944.991014275692,30.0,0.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.0,1.0994814581591836,1.0994814581591836,0.0,0.0,1.0,0,Exploration,0.12706542355241054,0.22549927143641482,0.6474353050111749,0.0,0.0,0.0
6974896948d53c4152cf1461,6974892348d53c4152cf1421,,unreal_1769245033617,0.2307692307692307,0.0595238095238095,0.1555555555555555,0.0,0.0,0.0,0.7063808627187167,0.9672131147540984,0.1639344262295082,0.0,False,6974892348d53c4152cf1421,unreal_1769245033617,2026-01-24T14:27:13.617Z,3,5,7,0,0.0,0.0,11856.790567850418,29.5,5.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.4458485958485957,1.8375284037023236,2.283376999550919,0.0,0.1952584246649951,0.8047415753350049,0,Exploration,0.1083226847124521,0.24649356450959906,0.6451837507779489,-0.018742738839958445,0.020994293073184234,-0.002251554233225983
6974898748d53c4152cf148d,6974892348d53c4152cf1421,,unreal_1769245063607,0.0769230769230769,0.0238095238095238,0.0444444444444444,0.0,0.0,0.0,0.7680743204061685,1.0,0.1311475409836065,0.0,False,6974892348d53c4152cf1421,unreal_1769245063607,2026-01-24T14:27:43.607Z,1,2,2,0,0.0,0.0,12892.331655970096,30.5,4.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.1451770451770451,1.899221861389775,2.04439890656682,0.0,0.0710120929485539,0.928987907051446,0,Exploration,0.06555837428551152,0.12886269412443532,0.8055789315900532,-0.04276431042694058,-0.11763087038516373,0.16039518081210435
697489a548d53c4152cf14b7,6974892348d53c4152cf1421,,unreal_1769245093601,0.2307692307692307,0.0357142857142857,0.0888888888888888,0.0,0.0,0.0,0.6929663041402463,0.9836065573770492,0.0,0.0,False,6974892348d53c4152cf1421,unreal_1769245093601,2026-01-24T14:28:13.601Z,3,3,4,0,0.0,0.0,11631.62363593083,30.0,0.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.3553724053724052,1.6765728615172957,2.031945266889701,0.0,0.1748927056073581,0.8251072943926417,0,Exploration,0.08980873833998353,0.20137692264657264,0.7088143390134438,0.024250364054472007,0.07251422852213732,-0.09676459257660941
697489c348d53c4152cf14e4,6974892348d53c4152cf1421,,unreal_1769245123579,0.0769230769230769,0.1309523809523809,0.1777777777777777,0.0106382978723404,0.0063965884861407,0.0655737704918032,0.6855353065640858,0.918032786885246,0.0,0.0,False,6974892348d53c4152cf1421,unreal_1769245123579,2026-01-24T14:28:43.579Z,1,11,8,1,8.0,2.0,11506.892366128828,28.0,0.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0826086568502842,0.3856532356532355,1.603568093449332,2.071829985952852,0.0398723145288834,0.1861413524603807,0.7739863330107357,0,Exploration,0.11923447551621993,0.30117539467715737,0.5795901298066227,0.029425737176236408,0.09979847203058473,-0.1292242092068211
697489e148d53c4152cf151a,6974892348d53c4152cf1421,,unreal_1769245153610,0.0,0.0,0.0,0.2553191489361702,0.1321961620469083,0.5081967213114754,0.4000952409760668,0.4590163934426229,0.0,0.2,False,6974892348d53c4152cf1421,unreal_1769245153610,2026-01-24T14:29:13.610Z,0,0,0,24,165.33333333333331,15.5,6715.704982704047,14.0,0.0,3,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,1.095712032294554,0.0,0.8591116344186898,1.954823666713244,0.5605170691108099,0.0,0.4394829308891901,2,Combat,0.8348379458586596,0.10668351770087887,0.05847853644046158,0.7156034703424397,-0.1944918769762785,-0.5211115933661612
697489ff48d53c4152cf155f,6974892348d53c4152cf1421,,unreal_1769245183588,0.0769230769230769,0.0119047619047619,0.0222222222222222,0.0744680851063829,0.0511727078891258,0.2131147540983606,0.688120728323022,0.7868852459016393,0.3770491803278689,0.0666666666666666,False,6974892348d53c4152cf1421,unreal_1769245183588,2026-01-24T14:29:43.588Z,1,1,1,7,64.0,6.5,11550.289357671443,24.0,11.5,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.4054222137605359,0.111050061050061,1.85205515455253,2.368527429363127,0.1711705799706739,0.0468856977011751,0.7819437223281509,1,Collection,0.1477804536852205,0.4313443442371225,0.420875202077657,-0.687057492173439,0.3246608265362436,0.3623966656371954
69748a1d48d53c4152cf15a2,6974892348d53c4152cf1421,,unreal_1769245213597,0.0769230769230769,0.0238095238095238,0.0222222222222222,0.0,0.0,0.0,0.8102674798123116,0.9836065573770492,0.3934426229508196,0.0,False,6974892348d53c4152cf1421,unreal_1769245213597,2026-01-24T14:30:13.597Z,1,2,1,0,0.0,0.0,13600.555053400638,30.0,12.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.1229548229548229,2.1873166601401803,2.3102714830950037,0.0,0.0532209412852657,0.9467790587147342,0,Exploration,0.08388937767703883,0.1606422305996405,0.7554683917233207,-0.06389107600818167,-0.270702113637482,0.3345931896456637
69748a3b48d53c4152cf15dc,6974892348d53c4152cf1421,,unreal_1769245243585,0.1538461538461538,0.0357142857142857,0.0888888888888888,0.0,0.0,0.0,0.7098337870915381,0.9672131147540984,0.0491803278688524,0.0,False,6974892348d53c4152cf1421,unreal_1769245243585,2026-01-24T14:30:43.585Z,2,3,4,0,0.0,0.0,11914.748821387466,29.5,1.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.2784493284493283,1.726227229714489,2.0046765581638173,0.0,0.1388998775465174,0.8611001224534826,0,Exploration,0.049409808986927685,0.10667314738005444,0.8439170436330179,-0.034479568690111144,-0.05396908321958606,0.0884486519096972
69748a5948d53c4152cf1619,6974892348d53c4152cf1421,,unreal_1769245273610,0.1538461538461538,0.0595238095238095,0.1555555555555555,0.0,0.0,0.0,0.7757659202446384,0.9836065573770492,0.2459016393442623,0.0,False,6974892348d53c4152cf1421,unreal_1769245273610,2026-01-24T14:31:13.610Z,2,5,7,0,0.0,0.0,13021.43720402451,30.0,7.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0,0.0,0.3689255189255188,2.00527411696595,2.3741996358914688,0.0,0.1553894261242248,0.8446105738757751,0,Exploration,0.06904923133818165,0.15192454930214777,0.7790262193596705,0.019639422351253967,0.04525140192209333,-0.06489082427334736
